sku,product,category,quantity,price
1650,absolute new years edition 600ml pineaple,vodka,70,70.00
1651,absolute new years edition 700ml pineaple,vodka,70,70.00
1652,absolute new years edition 1L pineaple,vodka,70,70.00
1653,"absolute new years edition 1,5L pineaple",vodka,70,70.00
1654,absolute new years edition 5L pineaple,vodka,70,70.00
1655,great breeze fruit,fruits,50,3
1656,yogurt great breeze fruit,yogurt,70,5.99
1657,dry great breeze fruit,fruits,70,2.99
1658,soap great breeze fruit,cleaning,70,1.99
1659,soda 365ml great breeze fruit,drinks,70,4.99
1660,soda 700ml great breeze fruit,drinks,70,4.99
1661,soda 1L great breeze fruit,drinks,70,4.99
1662,"soda 1,5L great breeze fruit",drinks,70,4.99
1663,soda 2L great breeze fruit,drinks,70,4.99
1664,soap great breeze fruit,cleaning,70,1.99
1665,soda diet 365ml great breeze fruit,drinks,70,4.99
1666,soda diet 700ml great breeze fruit,drinks,70,4.99
1667,soda diet 1L great breeze fruit,drinks,70,4.99
1668,"soda diet 1,5L great breeze fruit",drinks,70,4.99
1669,soda diet 2L great breeze fruit,drinks,70,4.99
1670,juice 300ml great breeze fruit,drinks,70,10.00
1671,juice 600ml great breeze fruit,drinks,70,10.00
1672,juice 1L great breeze fruit,drinks,70,10.00
1673,juice 2L great breeze fruit,drinks,70,10.00
1674,juice diet 300ml great breeze fruit,drinks,70,10.00
1675,juice diet 600ml great breeze fruit,drinks,70,10.00
1676,juice diet 1L great breeze fruit,drinks,70,10.00
1677,juice diet 2L great breeze fruit,drinks,70,10.00
1678,whey protein 900g great breeze fruit,suplements,70,40.00
1679,whey protein 2kg great breeze fruit,suplements,70,100.00
1680,whey protein 5kg great breeze fruit,suplements,70,180.00
1681,whey protein isolado 900g great breeze fruit,suplements,70,40.00
1682,whey protein isolado 2kg great breeze fruit,suplements,70,100.00
1683,whey protein isolado 5kg great breeze fruit,suplements,70,180.00
1684,whey protein hisdrolisado 900g great breeze fruit,suplements,70,500.00
1685,whey protein hisdrolisado 2kg great breeze fruit,suplements,70,1000.00
1686,whey protein hisdrolisado 5kg great breeze fruit,suplements,70,1500.00
1687,ice cream great breeze fruit,ice cream,70,5.00
1688,5L ice cream great breeze fruit,ice cream,70,25.99
1689,absolute 300ml great breeze fruit,vodka,70,70.00
1690,absolute 600ml great breeze fruit,vodka,70,70.00
1691,absolute 700ml great breeze fruit,vodka,70,70.00
1692,absolute 1L great breeze fruit,vodka,70,70.00
1693,"absolute 1,5L great breeze fruit",vodka,70,70.00
1694,absolute 5L great breeze fruit,vodka,70,70.00
1695,smirnoff ice great breeze fruit,drink,70,9.99
1696,absolute zero 300ml great breeze fruit,vodka,70,70.00
1697,absolute zero 600ml great breeze fruit,vodka,70,70.00
1698,absolute zero 700ml great breeze fruit,vodka,70,70.00
1699,absolute zero 1L great breeze fruit,vodka,70,70.00
1700,"absolute zero 1,5L great breeze fruit",vodka,70,70.00
1701,absolute zero 5L great breeze fruit,vodka,70,70.00
1702,smirnoff ice great breeze fruit,drink,70,9.99
1703,51 ice great breeze fruit,drink,70,9.99
1704,skol beats great breeze fruit,drink,70,9.99
1705,absolute light 300ml great breeze fruit,vodka,70,70.00
1706,absolute light 600ml great breeze fruit,vodka,70,70.00
1707,absolute light 700ml great breeze fruit,vodka,70,70.00
1708,absolute light 1L great breeze fruit,vodka,70,70.00
1709,"absolute light 1,5L great breeze fruit",vodka,70,70.00
1710,absolute light 5L great breeze fruit,vodka,70,70.00
1711,absolute condensed 300ml great breeze fruit,vodka,70,70.00
1712,absolute condensed 600ml great breeze fruit,vodka,70,70.00
1713,absolute condensed 700ml great breeze fruit,vodka,70,70.00
1714,absolute condensed 1L great breeze fruit,vodka,70,70.00
1715,"absolute condensed 1,5L great breeze fruit",vodka,70,70.00
1716,absolute condensed 5L great breeze fruit,vodka,70,70.00
1717,absolute milky 300ml great breeze fruit,vodka,70,70.00
1718,absolute milky 600ml great breeze fruit,vodka,70,70.00
1719,absolute milky 700ml great breeze fruit,vodka,70,70.00
1720,absolute milky 1L great breeze fruit,vodka,70,70.00
1721,"absolute milky 1,5L great breeze fruit",vodka,70,70.00
1722,absolute milky 5L great breeze fruit,vodka,70,70.00
1723,absolute new years edition 300ml great breeze fruit,vodka,70,70.00
1724,absolute new years edition 600ml great breeze fruit,vodka,70,70.00
1725,absolute new years edition 700ml great breeze fruit,vodka,70,70.00
1726,absolute new years edition 1L great breeze fruit,vodka,70,70.00
1727,"absolute new years edition 1,5L great breeze fruit",vodka,70,70.00
1728,absolute new years edition 5L great breeze fruit,vodka,70,70.00
1729,increadible trip fruit,fruits,50,3
1730,yogurt increadible trip fruit,yogurt,70,5.99
1731,dry increadible trip fruit,fruits,70,2.99
1732,soap increadible trip fruit,cleaning,70,1.99
1733,soda 365ml increadible trip fruit,drinks,70,4.99
1734,soda 700ml increadible trip fruit,drinks,70,4.99
1735,soda 1L increadible trip fruit,drinks,70,4.99
1736,"soda 1,5L increadible trip fruit",drinks,70,4.99
1737,soda 2L increadible trip fruit,drinks,70,4.99
1738,soap increadible trip fruit,cleaning,70,1.99
1739,soda diet 365ml increadible trip fruit,drinks,70,4.99
1740,soda diet 700ml increadible trip fruit,drinks,70,4.99
1741,soda diet 1L increadible trip fruit,drinks,70,4.99
1742,"soda diet 1,5L increadible trip fruit",drinks,70,4.99
1743,soda diet 2L increadible trip fruit,drinks,70,4.99
1744,juice 300ml increadible trip fruit,drinks,70,10.00
1745,juice 600ml increadible trip fruit,drinks,70,10.00
1746,juice 1L increadible trip fruit,drinks,70,10.00
1747,juice 2L increadible trip fruit,drinks,70,10.00
1748,juice diet 300ml increadible trip fruit,drinks,70,10.00
1749,juice diet 600ml increadible trip fruit,drinks,70,10.00
1750,juice diet 1L increadible trip fruit,drinks,70,10.00
1751,juice diet 2L increadible trip fruit,drinks,70,10.00
1752,whey protein 900g increadible trip fruit,suplements,70,40.00
1753,whey protein 2kg increadible trip fruit,suplements,70,100.00
1754,whey protein 5kg increadible trip fruit,suplements,70,180.00
1755,whey protein isolado 900g increadible trip fruit,suplements,70,40.00
1756,whey protein isolado 2kg increadible trip fruit,suplements,70,100.00
1757,whey protein isolado 5kg increadible trip fruit,suplements,70,180.00
1758,whey protein hisdrolisado 900g increadible trip fruit,suplements,70,500.00
1759,whey protein hisdrolisado 2kg increadible trip fruit,suplements,70,1000.00
1760,whey protein hisdrolisado 5kg increadible trip fruit,suplements,70,1500.00
1761,ice cream increadible trip fruit,ice cream,70,5.00
1762,5L ice cream increadible trip fruit,ice cream,70,25.99
1763,absolute 300ml increadible trip fruit,vodka,70,70.00
1764,absolute 600ml increadible trip fruit,vodka,70,70.00
1765,absolute 700ml increadible trip fruit,vodka,70,70.00
1766,absolute 1L increadible trip fruit,vodka,70,70.00
1767,"absolute 1,5L increadible trip fruit",vodka,70,70.00
1768,absolute 5L increadible trip fruit,vodka,70,70.00
1769,smirnoff ice increadible trip fruit,drink,70,9.99
1770,absolute zero 300ml increadible trip fruit,vodka,70,70.00
1771,absolute zero 600ml increadible trip fruit,vodka,70,70.00
1772,absolute zero 700ml increadible trip fruit,vodka,70,70.00
1773,absolute zero 1L increadible trip fruit,vodka,70,70.00
1774,"absolute zero 1,5L increadible trip fruit",vodka,70,70.00
1775,absolute zero 5L increadible trip fruit,vodka,70,70.00
1776,smirnoff ice increadible trip fruit,drink,70,9.99
1777,51 ice increadible trip fruit,drink,70,9.99
1778,skol beats increadible trip fruit,drink,70,9.99
1779,absolute light 300ml increadible trip fruit,vodka,70,70.00
1780,absolute light 600ml increadible trip fruit,vodka,70,70.00
1781,absolute light 700ml increadible trip fruit,vodka,70,70.00
1782,absolute light 1L increadible trip fruit,vodka,70,70.00
1783,"absolute light 1,5L increadible trip fruit",vodka,70,70.00
1784,absolute light 5L increadible trip fruit,vodka,70,70.00
1785,absolute condensed 300ml increadible trip fruit,vodka,70,70.00
1786,absolute condensed 600ml increadible trip fruit,vodka,70,70.00
1787,absolute condensed 700ml increadible trip fruit,vodka,70,70.00
1788,absolute condensed 1L increadible trip fruit,vodka,70,70.00
1789,"absolute condensed 1,5L increadible trip fruit",vodka,70,70.00
1790,absolute condensed 5L increadible trip fruit,vodka,70,70.00
1791,absolute milky 300ml increadible trip fruit,vodka,70,70.00
1792,absolute milky 600ml increadible trip fruit,vodka,70,70.00
1793,absolute milky 700ml increadible trip fruit,vodka,70,70.00
1794,absolute milky 1L increadible trip fruit,vodka,70,70.00
1795,"absolute milky 1,5L increadible trip fruit",vodka,70,70.00
1796,absolute milky 5L increadible trip fruit,vodka,70,70.00
1797,absolute new years edition 300ml increadible trip fruit,vodka,70,70.00
1798,absolute new years edition 600ml increadible trip fruit,vodka,70,70.00
1799,absolute new years edition 700ml increadible trip fruit,vodka,70,70.00
1800,absolute new years edition 1L increadible trip fruit,vodka,70,70.00
1801,"absolute new years edition 1,5L increadible trip fruit",vodka,70,70.00
1802,absolute new years edition 5L increadible trip fruit,vodka,70,70.00
1803,strange fruit,fruits,50,3
1804,yogurt strange fruit,yogurt,70,5.99
1805,dry strange fruit,fruits,70,2.99
1806,soap strange fruit,cleaning,70,1.99
1807,soda 365ml strange fruit,drinks,70,4.99
1808,soda 700ml strange fruit,drinks,70,4.99
1809,soda 1L strange fruit,drinks,70,4.99
1810,"soda 1,5L strange fruit",drinks,70,4.99
1811,soda 2L strange fruit,drinks,70,4.99
1812,soap strange fruit,cleaning,70,1.99
1813,soda diet 365ml strange fruit,drinks,70,4.99
1814,soda diet 700ml strange fruit,drinks,70,4.99
1815,soda diet 1L strange fruit,drinks,70,4.99
1816,"soda diet 1,5L strange fruit",drinks,70,4.99
1817,soda diet 2L strange fruit,drinks,70,4.99
1818,juice 300ml strange fruit,drinks,70,10.00
1819,juice 600ml strange fruit,drinks,70,10.00
1820,juice 1L strange fruit,drinks,70,10.00
1821,juice 2L strange fruit,drinks,70,10.00
1822,juice diet 300ml strange fruit,drinks,70,10.00
1823,juice diet 600ml strange fruit,drinks,70,10.00
1824,juice diet 1L strange fruit,drinks,70,10.00
1825,juice diet 2L strange fruit,drinks,70,10.00
1826,whey protein 900g strange fruit,suplements,70,40.00
1827,whey protein 2kg strange fruit,suplements,70,100.00
1828,whey protein 5kg strange fruit,suplements,70,180.00
1829,whey protein isolado 900g strange fruit,suplements,70,40.00
1830,whey protein isolado 2kg strange fruit,suplements,70,100.00
1831,whey protein isolado 5kg strange fruit,suplements,70,180.00
1832,whey protein hisdrolisado 900g strange fruit,suplements,70,500.00
1833,whey protein hisdrolisado 2kg strange fruit,suplements,70,1000.00
1834,whey protein hisdrolisado 5kg strange fruit,suplements,70,1500.00
1835,ice cream strange fruit,ice cream,70,5.00
1836,5L ice cream strange fruit,ice cream,70,25.99
1837,absolute 300ml strange fruit,vodka,70,70.00
1838,absolute 600ml strange fruit,vodka,70,70.00
1839,absolute 700ml strange fruit,vodka,70,70.00
1840,absolute 1L strange fruit,vodka,70,70.00
1841,"absolute 1,5L strange fruit",vodka,70,70.00
1842,absolute 5L strange fruit,vodka,70,70.00
1843,smirnoff ice strange fruit,drink,70,9.99
1844,absolute zero 300ml strange fruit,vodka,70,70.00
1845,absolute zero 600ml strange fruit,vodka,70,70.00
1846,absolute zero 700ml strange fruit,vodka,70,70.00
1847,absolute zero 1L strange fruit,vodka,70,70.00
1848,"absolute zero 1,5L strange fruit",vodka,70,70.00
1849,absolute zero 5L strange fruit,vodka,70,70.00
1850,smirnoff ice strange fruit,drink,70,9.99
1851,51 ice strange fruit,drink,70,9.99
1852,skol beats strange fruit,drink,70,9.99
1853,absolute light 300ml strange fruit,vodka,70,70.00
1854,absolute light 600ml strange fruit,vodka,70,70.00
1855,absolute light 700ml strange fruit,vodka,70,70.00
1856,absolute light 1L strange fruit,vodka,70,70.00
1857,"absolute light 1,5L strange fruit",vodka,70,70.00
1858,absolute light 5L strange fruit,vodka,70,70.00
1859,absolute condensed 300ml strange fruit,vodka,70,70.00
1860,absolute condensed 600ml strange fruit,vodka,70,70.00
1861,absolute condensed 700ml strange fruit,vodka,70,70.00
1862,absolute condensed 1L strange fruit,vodka,70,70.00
1863,"absolute condensed 1,5L strange fruit",vodka,70,70.00
1864,absolute condensed 5L strange fruit,vodka,70,70.00
1865,absolute milky 300ml strange fruit,vodka,70,70.00
1866,absolute milky 600ml strange fruit,vodka,70,70.00
1867,absolute milky 700ml strange fruit,vodka,70,70.00
1868,absolute milky 1L strange fruit,vodka,70,70.00
1869,"absolute milky 1,5L strange fruit",vodka,70,70.00
1870,absolute milky 5L strange fruit,vodka,70,70.00
1871,absolute new years edition 300ml strange fruit,vodka,70,70.00
1872,absolute new years edition 600ml strange fruit,vodka,70,70.00
1873,absolute new years edition 700ml strange fruit,vodka,70,70.00
1874,absolute new years edition 1L strange fruit,vodka,70,70.00
1875,"absolute new years edition 1,5L strange fruit",vodka,70,70.00
1876,absolute new years edition 5L strange fruit,vodka,70,70.00
1877,howle fruit,fruits,50,3
1878,yogurt howle fruit,yogurt,70,5.99
1879,dry howle fruit,fruits,70,2.99
1880,soap howle fruit,cleaning,70,1.99
1881,soda 365ml howle fruit,drinks,70,4.99
1882,soda 700ml howle fruit,drinks,70,4.99
1883,soda 1L howle fruit,drinks,70,4.99
1884,"soda 1,5L howle fruit",drinks,70,4.99
1885,soda 2L howle fruit,drinks,70,4.99
1886,soap howle fruit,cleaning,70,1.99
1887,soda diet 365ml howle fruit,drinks,70,4.99
1888,soda diet 700ml howle fruit,drinks,70,4.99
1889,soda diet 1L howle fruit,drinks,70,4.99
1890,"soda diet 1,5L howle fruit",drinks,70,4.99
1891,soda diet 2L howle fruit,drinks,70,4.99
1892,juice 300ml howle fruit,drinks,70,10.00
1893,juice 600ml howle fruit,drinks,70,10.00
1894,juice 1L howle fruit,drinks,70,10.00
1895,juice 2L howle fruit,drinks,70,10.00
1896,juice diet 300ml howle fruit,drinks,70,10.00
1897,juice diet 600ml howle fruit,drinks,70,10.00
1898,juice diet 1L howle fruit,drinks,70,10.00
1899,juice diet 2L howle fruit,drinks,70,10.00
1900,whey protein 900g howle fruit,suplements,70,40.00
1901,whey protein 2kg howle fruit,suplements,70,100.00
1902,whey protein 5kg howle fruit,suplements,70,180.00
1903,whey protein isolado 900g howle fruit,suplements,70,40.00
1904,whey protein isolado 2kg howle fruit,suplements,70,100.00
1905,whey protein isolado 5kg howle fruit,suplements,70,180.00
1906,whey protein hisdrolisado 900g howle fruit,suplements,70,500.00
1907,whey protein hisdrolisado 2kg howle fruit,suplements,70,1000.00
1908,whey protein hisdrolisado 5kg howle fruit,suplements,70,1500.00
1909,ice cream howle fruit,ice cream,70,5.00
1910,5L ice cream howle fruit,ice cream,70,25.99
1911,absolute 300ml howle fruit,vodka,70,70.00
1912,absolute 600ml howle fruit,vodka,70,70.00
1913,absolute 700ml howle fruit,vodka,70,70.00
1914,absolute 1L howle fruit,vodka,70,70.00
1915,"absolute 1,5L howle fruit",vodka,70,70.00
1916,absolute 5L howle fruit,vodka,70,70.00
1917,smirnoff ice howle fruit,drink,70,9.99
1918,absolute zero 300ml howle fruit,vodka,70,70.00
1919,absolute zero 600ml howle fruit,vodka,70,70.00
1920,absolute zero 700ml howle fruit,vodka,70,70.00
1921,absolute zero 1L howle fruit,vodka,70,70.00
1922,"absolute zero 1,5L howle fruit",vodka,70,70.00
1923,absolute zero 5L howle fruit,vodka,70,70.00
1924,smirnoff ice howle fruit,drink,70,9.99
1925,51 ice howle fruit,drink,70,9.99
1926,skol beats howle fruit,drink,70,9.99
1927,absolute light 300ml howle fruit,vodka,70,70.00
1928,absolute light 600ml howle fruit,vodka,70,70.00
1929,absolute light 700ml howle fruit,vodka,70,70.00
1930,absolute light 1L howle fruit,vodka,70,70.00
1931,"absolute light 1,5L howle fruit",vodka,70,70.00
1932,absolute light 5L howle fruit,vodka,70,70.00
1933,absolute condensed 300ml howle fruit,vodka,70,70.00
1934,absolute condensed 600ml howle fruit,vodka,70,70.00
1935,absolute condensed 700ml howle fruit,vodka,70,70.00
1936,absolute condensed 1L howle fruit,vodka,70,70.00
1937,"absolute condensed 1,5L howle fruit",vodka,70,70.00
1938,absolute condensed 5L howle fruit,vodka,70,70.00
1939,absolute milky 300ml howle fruit,vodka,70,70.00
1940,absolute milky 600ml howle fruit,vodka,70,70.00
1941,absolute milky 700ml howle fruit,vodka,70,70.00
1942,absolute milky 1L howle fruit,vodka,70,70.00
1943,"absolute milky 1,5L howle fruit",vodka,70,70.00
1944,absolute milky 5L howle fruit,vodka,70,70.00
1945,absolute new years edition 300ml howle fruit,vodka,70,70.00
1946,absolute new years edition 600ml howle fruit,vodka,70,70.00
1947,absolute new years edition 700ml howle fruit,vodka,70,70.00
1948,absolute new years edition 1L howle fruit,vodka,70,70.00
1949,"absolute new years edition 1,5L howle fruit",vodka,70,70.00
1950,absolute new years edition 5L howle fruit,vodka,70,70.00
1951,tryme fruit,fruits,50,3
1952,yogurt tryme fruit,yogurt,70,5.99
1953,dry tryme fruit,fruits,70,2.99
1954,soap tryme fruit,cleaning,70,1.99
1955,soda 365ml tryme fruit,drinks,70,4.99
1956,soda 700ml tryme fruit,drinks,70,4.99
1957,soda 1L tryme fruit,drinks,70,4.99
1958,"soda 1,5L tryme fruit",drinks,70,4.99
1959,soda 2L tryme fruit,drinks,70,4.99
1960,soap tryme fruit,cleaning,70,1.99
1961,soda diet 365ml tryme fruit,drinks,70,4.99
1962,soda diet 700ml tryme fruit,drinks,70,4.99
1963,soda diet 1L tryme fruit,drinks,70,4.99
1964,"soda diet 1,5L tryme fruit",drinks,70,4.99
1965,soda diet 2L tryme fruit,drinks,70,4.99
1966,juice 300ml tryme fruit,drinks,70,10.00
1967,juice 600ml tryme fruit,drinks,70,10.00
1968,juice 1L tryme fruit,drinks,70,10.00
1969,juice 2L tryme fruit,drinks,70,10.00
1970,juice diet 300ml tryme fruit,drinks,70,10.00
1971,juice diet 600ml tryme fruit,drinks,70,10.00
1972,juice diet 1L tryme fruit,drinks,70,10.00
1973,juice diet 2L tryme fruit,drinks,70,10.00
1974,whey protein 900g tryme fruit,suplements,70,40.00
1975,whey protein 2kg tryme fruit,suplements,70,100.00
1976,whey protein 5kg tryme fruit,suplements,70,180.00
1977,whey protein isolado 900g tryme fruit,suplements,70,40.00
1978,whey protein isolado 2kg tryme fruit,suplements,70,100.00
1979,whey protein isolado 5kg tryme fruit,suplements,70,180.00
1980,whey protein hisdrolisado 900g tryme fruit,suplements,70,500.00
1981,whey protein hisdrolisado 2kg tryme fruit,suplements,70,1000.00
1982,whey protein hisdrolisado 5kg tryme fruit,suplements,70,1500.00
1983,ice cream tryme fruit,ice cream,70,5.00
1984,5L ice cream tryme fruit,ice cream,70,25.99
1985,absolute 300ml tryme fruit,vodka,70,70.00
1986,absolute 600ml tryme fruit,vodka,70,70.00
1987,absolute 700ml tryme fruit,vodka,70,70.00
1988,absolute 1L tryme fruit,vodka,70,70.00
1989,"absolute 1,5L tryme fruit",vodka,70,70.00
1990,absolute 5L tryme fruit,vodka,70,70.00
1991,smirnoff ice tryme fruit,drink,70,9.99
1992,absolute zero 300ml tryme fruit,vodka,70,70.00
1993,absolute zero 600ml tryme fruit,vodka,70,70.00
1994,absolute zero 700ml tryme fruit,vodka,70,70.00
1995,absolute zero 1L tryme fruit,vodka,70,70.00
1996,"absolute zero 1,5L tryme fruit",vodka,70,70.00
1997,absolute zero 5L tryme fruit,vodka,70,70.00
1998,smirnoff ice tryme fruit,drink,70,9.99
1999,51 ice tryme fruit,drink,70,9.99
2000,skol beats tryme fruit,drink,70,9.99
2001,absolute light 300ml tryme fruit,vodka,70,70.00
2002,absolute light 600ml tryme fruit,vodka,70,70.00
2003,absolute light 700ml tryme fruit,vodka,70,70.00
2004,absolute light 1L tryme fruit,vodka,70,70.00
2005,"absolute light 1,5L tryme fruit",vodka,70,70.00
2006,absolute light 5L tryme fruit,vodka,70,70.00
2007,absolute condensed 300ml tryme fruit,vodka,70,70.00
2008,absolute condensed 600ml tryme fruit,vodka,70,70.00
2009,absolute condensed 700ml tryme fruit,vodka,70,70.00
2010,absolute condensed 1L tryme fruit,vodka,70,70.00
2011,"absolute condensed 1,5L tryme fruit",vodka,70,70.00
2012,absolute condensed 5L tryme fruit,vodka,70,70.00
2013,absolute milky 300ml tryme fruit,vodka,70,70.00
2014,absolute milky 600ml tryme fruit,vodka,70,70.00
2015,absolute milky 700ml tryme fruit,vodka,70,70.00
2016,absolute milky 1L tryme fruit,vodka,70,70.00
2017,"absolute milky 1,5L tryme fruit",vodka,70,70.00
2018,absolute milky 5L tryme fruit,vodka,70,70.00
2019,absolute new years edition 300ml tryme fruit,vodka,70,70.00
2020,absolute new years edition 600ml tryme fruit,vodka,70,70.00
2021,absolute new years edition 700ml tryme fruit,vodka,70,70.00
2022,absolute new years edition 1L tryme fruit,vodka,70,70.00
2023,"absolute new years edition 1,5L tryme fruit",vodka,70,70.00
2024,absolute new years edition 5L tryme fruit,vodka,70,70.00
2025,today no fruit,fruits,50,3
2026,yogurt today no fruit,yogurt,70,5.99
2027,dry today no fruit,fruits,70,2.99
2028,soap today no fruit,cleaning,70,1.99
2029,soda 365ml today no fruit,drinks,70,4.99
2030,soda 700ml today no fruit,drinks,70,4.99
2031,soda 1L today no fruit,drinks,70,4.99
2032,"soda 1,5L today no fruit",drinks,70,4.99
2033,soda 2L today no fruit,drinks,70,4.99
2034,soap today no fruit,cleaning,70,1.99
2035,soda diet 365ml today no fruit,drinks,70,4.99
2036,soda diet 700ml today no fruit,drinks,70,4.99
2037,soda diet 1L today no fruit,drinks,70,4.99
2038,"soda diet 1,5L today no fruit",drinks,70,4.99
2039,soda diet 2L today no fruit,drinks,70,4.99
2040,juice 300ml today no fruit,drinks,70,10.00
2041,juice 600ml today no fruit,drinks,70,10.00
2042,juice 1L today no fruit,drinks,70,10.00
2043,juice 2L today no fruit,drinks,70,10.00
2044,juice diet 300ml today no fruit,drinks,70,10.00
2045,juice diet 600ml today no fruit,drinks,70,10.00
2046,juice diet 1L today no fruit,drinks,70,10.00
2047,juice diet 2L today no fruit,drinks,70,10.00
2048,whey protein 900g today no fruit,suplements,70,40.00
2049,whey protein 2kg today no fruit,suplements,70,100.00
2050,whey protein 5kg today no fruit,suplements,70,180.00
2051,whey protein isolado 900g today no fruit,suplements,70,40.00
2052,whey protein isolado 2kg today no fruit,suplements,70,100.00
2053,whey protein isolado 5kg today no fruit,suplements,70,180.00
2054,whey protein hisdrolisado 900g today no fruit,suplements,70,500.00
2055,whey protein hisdrolisado 2kg today no fruit,suplements,70,1000.00
2056,whey protein hisdrolisado 5kg today no fruit,suplements,70,1500.00
2057,ice cream today no fruit,ice cream,70,5.00
2058,5L ice cream today no fruit,ice cream,70,25.99
2059,absolute 300ml today no fruit,vodka,70,70.00
2060,absolute 600ml today no fruit,vodka,70,70.00
2061,absolute 700ml today no fruit,vodka,70,70.00
2062,absolute 1L today no fruit,vodka,70,70.00
2063,"absolute 1,5L today no fruit",vodka,70,70.00
2064,absolute 5L today no fruit,vodka,70,70.00
2065,smirnoff ice today no fruit,drink,70,9.99
2066,absolute zero 300ml today no fruit,vodka,70,70.00
2067,absolute zero 600ml today no fruit,vodka,70,70.00
2068,absolute zero 700ml today no fruit,vodka,70,70.00
2069,absolute zero 1L today no fruit,vodka,70,70.00
2070,"absolute zero 1,5L today no fruit",vodka,70,70.00
2071,absolute zero 5L today no fruit,vodka,70,70.00
2072,smirnoff ice today no fruit,drink,70,9.99
2073,51 ice today no fruit,drink,70,9.99
2074,skol beats today no fruit,drink,70,9.99
2075,absolute light 300ml today no fruit,vodka,70,70.00
2076,absolute light 600ml today no fruit,vodka,70,70.00
2077,absolute light 700ml today no fruit,vodka,70,70.00
2078,absolute light 1L today no fruit,vodka,70,70.00
2079,"absolute light 1,5L today no fruit",vodka,70,70.00
2080,absolute light 5L today no fruit,vodka,70,70.00
2081,absolute condensed 300ml today no fruit,vodka,70,70.00
2082,absolute condensed 600ml today no fruit,vodka,70,70.00
2083,absolute condensed 700ml today no fruit,vodka,70,70.00
2084,absolute condensed 1L today no fruit,vodka,70,70.00
2085,"absolute condensed 1,5L today no fruit",vodka,70,70.00
2086,absolute condensed 5L today no fruit,vodka,70,70.00
2087,absolute milky 300ml today no fruit,vodka,70,70.00
2088,absolute milky 600ml today no fruit,vodka,70,70.00
2089,absolute milky 700ml today no fruit,vodka,70,70.00
2090,absolute milky 1L today no fruit,vodka,70,70.00
2091,"absolute milky 1,5L today no fruit",vodka,70,70.00
2092,absolute milky 5L today no fruit,vodka,70,70.00
2093,absolute new years edition 300ml today no fruit,vodka,70,70.00
2094,absolute new years edition 600ml today no fruit,vodka,70,70.00
2095,absolute new years edition 700ml today no fruit,vodka,70,70.00
2096,absolute new years edition 1L today no fruit,vodka,70,70.00
2097,"absolute new years edition 1,5L today no fruit",vodka,70,70.00
2098,absolute new years edition 5L today no fruit,vodka,70,70.00
2099,tomorrow fruit,fruits,50,3
2100,yogurt tomorrow fruit,yogurt,70,5.99
2101,dry tomorrow fruit,fruits,70,2.99
2102,soap tomorrow fruit,cleaning,70,1.99
2103,soda 365ml tomorrow fruit,drinks,70,4.99
2104,soda 700ml tomorrow fruit,drinks,70,4.99
2105,soda 1L tomorrow fruit,drinks,70,4.99
2106,"soda 1,5L tomorrow fruit",drinks,70,4.99
2107,soda 2L tomorrow fruit,drinks,70,4.99
2108,soap tomorrow fruit,cleaning,70,1.99
2109,soda diet 365ml tomorrow fruit,drinks,70,4.99
2110,soda diet 700ml tomorrow fruit,drinks,70,4.99
2111,soda diet 1L tomorrow fruit,drinks,70,4.99
2112,"soda diet 1,5L tomorrow fruit",drinks,70,4.99
2113,soda diet 2L tomorrow fruit,drinks,70,4.99
2114,juice 300ml tomorrow fruit,drinks,70,10.00
2115,juice 600ml tomorrow fruit,drinks,70,10.00
2116,juice 1L tomorrow fruit,drinks,70,10.00
2117,juice 2L tomorrow fruit,drinks,70,10.00
2118,juice diet 300ml tomorrow fruit,drinks,70,10.00
2119,juice diet 600ml tomorrow fruit,drinks,70,10.00
2120,juice diet 1L tomorrow fruit,drinks,70,10.00
2121,juice diet 2L tomorrow fruit,drinks,70,10.00
2122,whey protein 900g tomorrow fruit,suplements,70,40.00
2123,whey protein 2kg tomorrow fruit,suplements,70,100.00
2124,whey protein 5kg tomorrow fruit,suplements,70,180.00
2125,whey protein isolado 900g tomorrow fruit,suplements,70,40.00
2126,whey protein isolado 2kg tomorrow fruit,suplements,70,100.00
2127,whey protein isolado 5kg tomorrow fruit,suplements,70,180.00
2128,whey protein hisdrolisado 900g tomorrow fruit,suplements,70,500.00
2129,whey protein hisdrolisado 2kg tomorrow fruit,suplements,70,1000.00
2130,whey protein hisdrolisado 5kg tomorrow fruit,suplements,70,1500.00
2131,ice cream tomorrow fruit,ice cream,70,5.00
2132,5L ice cream tomorrow fruit,ice cream,70,25.99
2133,absolute 300ml tomorrow fruit,vodka,70,70.00
2134,absolute 600ml tomorrow fruit,vodka,70,70.00
2135,absolute 700ml tomorrow fruit,vodka,70,70.00
2136,absolute 1L tomorrow fruit,vodka,70,70.00
2137,"absolute 1,5L tomorrow fruit",vodka,70,70.00
2138,absolute 5L tomorrow fruit,vodka,70,70.00
2139,smirnoff ice tomorrow fruit,drink,70,9.99
2140,absolute zero 300ml tomorrow fruit,vodka,70,70.00
2141,absolute zero 600ml tomorrow fruit,vodka,70,70.00
2142,absolute zero 700ml tomorrow fruit,vodka,70,70.00
2143,absolute zero 1L tomorrow fruit,vodka,70,70.00
2144,"absolute zero 1,5L tomorrow fruit",vodka,70,70.00
2145,absolute zero 5L tomorrow fruit,vodka,70,70.00
2146,smirnoff ice tomorrow fruit,drink,70,9.99
